#workers avg std_dev encrypted
# w/o SGX
820.8 53.025465580229
416.8 5.4037024344425
279.4 7.1274118724822


# w/ SGX
2015.2 60.089100509161
983.2 15.023315213361
599.2 8.4083292038312
