1	1
2	691
3	1004
4	622
5	617
6	904
7	1100
8	1183
9	1095
10	1330
11	1428
12	1473
13	1537
14	1380
15	1087
16	1336
17	1357
18	1350
19	1201
20	1413
21	1410
22	1293
23	1364
24	1436
25	1362
26	1480
27	1402
28	1373
29	1276
30	1444
31	1359
32	1239
33	1279
34	1406
35	1281
36	1518
37	1469
38	1437
39	1166
40	1447
41	1303
42	1416
43	1358
44	1351
45	1375
46	1259
47	1424
48	1547
49	1314
50	1494
51	1574
52	1298
53	1415
54	1373
55	1371
56	1172
57	1529
58	1620
59	1509
60	1298
61	1511
62	1468
63	1482
64	1558
65	1505
66	1389
67	1525
68	1338
69	1216
70	1602
71	1518
72	1547
73	1413
74	1503
75	1571
76	1530
77	1272
78	1384
79	1282
80	1428
81	1507
82	1302
83	1359
84	1447
85	1526
86	1482
87	1463
88	1463
89	1444
90	1437
91	1561
92	1410
93	1503
94	1115
95	1521
96	1394
97	1562
98	1268
99	1294
100	1424
101	1402
102	1420
103	1491
104	1315
105	1360
106	1428
107	1477
108	1426
109	1431
110	1375
111	1266
112	1383
113	1421
114	1281
115	1308
116	1490
117	1479
118	1269
119	1375
120	1472
121	1313
122	1249
123	1623
124	1335
125	1377
126	1221
127	1542
128	1385
129	1575
130	1446
131	1353
132	1496
133	1448
134	1237
135	1551
136	1459
137	1337
138	1481
139	1590
140	1435
141	1345
142	1449
143	1441
144	1394
145	1473
146	1542
147	1540
148	1251
149	1490
150	1476
151	1292
152	1573
153	1528
154	1465
155	1576
156	1286
157	1296
158	1283
159	1435
160	1215
161	1241
162	1406
163	1336
164	1158
165	1398
166	1385
167	1310
168	1457
169	1285
170	1564
171	1450
172	1481
173	1447
174	1541
175	1464
176	1291
177	1498
178	1229
179	1453
180	1669
181	1347
182	1461
183	1475
184	1712
185	1463
186	1461
187	1484
188	1426
189	1508
190	1277
191	1387
192	1450
193	1346
194	1513
195	1610
196	1317
197	1435
198	1681
199	1645
200	1551
201	1346
202	1519
203	1547
204	1319
205	1395
206	1511
207	1566
208	1506
209	1366
210	1559
211	1756
212	1386
213	1422
214	1313
215	1282
216	1515
217	1566
218	1300
219	1616
220	1612
221	1421
222	1347
223	1660
224	1504
225	1472
226	1534
227	1377
228	1407
229	1307
230	1478
231	1222
232	1648
233	1429
234	1464
235	1420
236	1316
237	1365
238	1526
239	1446
240	1227
241	1425
242	1553
243	1492
244	1574
245	1417
246	1493
247	1429
248	1447
249	1405
250	1642
251	1340
252	1350
253	1396
254	1321
255	1355
256	1488
257	1433
258	1520
259	1377
260	1550
261	1620
262	1325
263	1750
264	1350
265	1486
266	1387
267	1393
268	1381
269	1649
270	1359
271	1444
272	1510
273	1444
274	1531
275	1514
276	1761
277	1595
278	1344
279	1470
280	1344
281	1441
282	1385
283	1583
284	1383
285	1556
286	1464
287	1385
288	1508
289	1546
290	1437
291	1447
292	1390
293	1314
294	1413
295	1341
296	1491
297	1664
298	1469
299	1340
300	1610
301	1442
302	1492
303	1415
304	1485
305	1536
306	1405
307	1455
308	1510
309	1187
310	1377
311	1322
312	1351
313	1271
314	1532
315	1326
316	1575
317	1531
318	1562
319	1277
320	1677
321	1370
322	1432
323	1440
324	1250
325	1568
326	1294
327	1261
328	1322
329	1409
330	1483
331	1313
332	1500
333	1462
334	1580
335	1467
336	1479
337	1518
338	1429
339	1194
340	1328
341	1328
342	1206
343	1327
344	1390
345	1484
346	1413
347	1428
348	1195
349	1238
350	1561
351	1384
352	1512
353	1410
354	1534
355	1402
356	1455
357	1688
358	1297
359	1585
360	1336
361	1574
362	1310
363	1331
364	1428
365	1495
366	1238
367	1562
368	1518
369	1349
370	1298
371	1346
372	1472
373	1613
374	1341
375	1299
376	1485
377	1481
378	1556
379	1531
380	1374
381	1402
382	1435
383	1406
384	1295
385	1368
386	1586
387	1413
388	1360
389	1452
390	1284
391	1266
392	1657
393	1400
394	1473
395	1482
396	1329
397	1427
398	1426
399	1562
400	1415
401	1413
402	1384
403	1424
404	1229
405	1553
406	1455
407	1477
408	1213
409	1420
410	1522
411	1368
412	1695
413	1500
414	1573
415	1433
416	1527
417	1393
418	1409
419	1458
420	1587
421	1402
422	1354
423	1412
424	1574
425	1319
426	1427
427	1446
428	1419
429	1388
430	1325
431	1464
432	1409
433	1460
434	1430
435	1427
436	1565
437	1403
438	1595
439	1430
440	1444
441	1503
442	1582
443	1146
444	1418
445	1480
446	1220
447	1530
448	1234
449	1593
450	1335
451	1460
452	1398
453	1452
454	1402
455	1429
456	1490
457	1311
458	1426
459	1238
460	1604
461	1342
462	1449
463	1559
464	1526
465	1380
466	1325
467	1323
468	1489
469	1414
470	1334
471	1457
472	1491
473	1452
474	1338
475	1470
476	1392
477	1688
478	1671
479	1442
480	1499
481	1442
482	1304
483	1485
484	1495
485	1371
486	1633
487	1519
488	1424
489	1597
490	1316
491	1549
492	1381
493	1561
494	1650
495	1514
496	1407
497	1447
498	1634
499	1367
500	1427
501	1523
502	1496
503	1578
504	1428
505	1365
506	1329
507	1603
508	1424
509	1513
510	1537
511	1441
512	1414
513	1287
514	1511
515	1415
516	1650
517	1309
518	1394
519	1409
520	1590
521	1418
522	1404
523	1324
524	1499
525	1507
526	1277
527	1378
528	1659
529	1451
530	1321
531	1383
532	1342
533	1455
534	1383
535	1381
536	1314
537	1300
538	1491
539	1506
540	1407
541	1291
542	1579
543	1451
544	1379
545	1578
546	1448
547	1311
548	1654
549	1358
550	1458
551	1309
552	1507
553	1313
554	1341
555	1485
556	1336
557	1143
558	1427
559	1456
560	1322
561	1473
562	1522
563	1252
564	1411
565	1402
566	1347
567	1459
568	1470
569	1307
570	1683
571	1352
572	1520
573	1415
574	1588
575	1348
576	1500
577	1407
578	1374
579	1314
580	1499
581	1344
582	1418
583	1357
584	1619
585	1391
586	1314
587	1530
588	1349
589	1497
590	1440
591	1586
592	1277
593	1325
594	1470
595	1495
596	1566
597	1444
598	1403
599	1321
600	1461
601	1554
602	1323
603	1347
604	1467
605	1536
606	1439
607	1503
608	1340
609	1508
610	1127
611	1522
612	1281
613	1420
614	1428
615	1495
616	1353
617	1284
618	1434
619	1315
620	1475
621	1324
622	1475
623	1452
624	1487
625	1331
626	1355
627	1494
628	1317
629	1338
630	1576
631	1410
632	1539
633	1329
634	1411
635	1382
636	1160
637	1408
638	1284
639	1575
640	1280
641	1392
642	1660
643	1328
644	1550
645	1544
646	1440
647	1412
648	1443
649	1545
650	1358
651	1493
652	1341
653	1247
654	1581
655	1396
656	1511
657	1445
658	1398
659	1458
660	1444
661	1470
662	1510
663	1559
664	1408
665	1327
666	1433
667	1450
668	1376
669	1351
670	1482
671	1524
672	1526
673	1579
674	1340
675	1629
676	1344
677	1199
678	1430
679	1563
680	1289
681	1604
682	1581
683	1697
684	1483
685	1467
686	1332
687	1286
688	1388
689	1392
690	1535
691	1346
692	1675
693	1335
694	1458
695	1438
696	1618
697	1433
698	1516
