1	0
2	356
3	335
4	496
5	789
6	1029
7	1255
8	1057
9	1056
10	1195
11	1331
12	1480
13	1478
14	1725
15	1607
16	1174
17	1604
18	1385
19	1473
20	1807
21	1817
22	1746
23	1905
24	1543
25	1946
26	1661
27	1728
28	1551
29	1922
30	1680
31	1743
32	1596
33	1591
34	1820
35	1690
36	1599
37	1655
38	1626
39	1690
40	1811
41	1726
42	1411
43	1624
44	1679
45	1680
46	1666
47	1504
48	1722
49	1698
50	1829
51	1618
52	1623
53	1729
54	1751
55	1647
56	1825
57	1799
58	1853
59	1754
60	1811
61	1812
62	1847
63	1687
64	1680
65	1835
66	2047
67	1868
68	1713
69	1579
70	1658
71	1766
72	1736
73	1710
74	1508
75	1510
76	1656
77	1699
78	1742
79	1676
80	1642
81	1544
82	1522
83	1621
84	1746
85	1665
86	1758
87	1752
88	1661
89	1423
90	1680
91	1598
92	1779
93	1739
94	1796
95	1530
96	1849
97	1789
98	1843
99	1632
100	1735
101	1826
102	1488
103	1765
104	1729
105	1760
106	1767
107	1586
108	1693
109	1916
110	1779
111	1731
112	1899
113	1914
114	1595
115	1697
116	1855
117	1756
118	1758
119	1835
120	1812
121	1920
122	1683
123	1625
124	1705
125	1611
126	1504
127	1704
128	1794
129	1875
130	1837
131	1835
132	1761
133	1872
134	1654
135	1690
136	1979
137	1882
138	1871
139	1918
140	1823
141	1616
142	1784
143	1765
144	1852
145	1701
146	1852
147	1666
148	1640
149	1763
150	1787
151	1874
152	1853
153	1720
154	1992
155	1774
156	1695
157	1829
158	1713
159	1906
160	1592
161	1659
162	1872
163	1802
164	1532
165	1770
166	1665
167	1718
168	1682
169	1935
170	1676
171	1646
172	1657
173	1662
174	1820
175	1594
176	1676
177	1984
178	1722
179	1795
180	1681
181	1686
182	1625
183	1606
184	1430
185	1616
186	1918
187	1799
188	1626
189	1593
190	1643
191	1858
192	1701
193	1790
194	1616
195	1793
196	1737
197	1526
198	1665
199	1694
200	1648
201	1550
202	1908
203	1646
204	1666
205	1541
206	1606
207	1625
208	1908
209	1678
210	1740
211	1928
212	1696
213	1604
214	1756
215	1596
216	1779
217	1859
218	1792
219	1897
220	1701
221	1948
222	1828
223	1774
224	1658
225	1651
226	1769
227	1618
228	1783
229	1756
230	1785
231	1702
232	1700
233	1644
234	1699
235	1653
236	1709
237	1941
238	1732
239	1634
240	1984
241	1856
242	1755
243	1693
244	1678
245	1760
246	1520
247	1403
248	1414
249	1599
250	1585
251	1232
252	980
253	573
254	662
255	684
256	577
257	285
258	86
259	4
260	4
261	0
